"","item1","item2","correlation"
"7493","accurate","vice",-0.0657951694959769
"7494","protection","competitive",-0.0657951694959769
"7495","compact","competitive",-0.0657951694959769
"7496","progress","competitive",-0.0657951694959769
"7497","risks","competitive",-0.0657951694959769
"7498","rue","competitive",-0.0657951694959769
"7499","integrated","competitive",-0.0657951694959769
"7500","important","competitive",-0.0657951694959769
"7501","welcome","competitive",-0.0657951694959769
"7502","awards","competitive",-0.0657951694959769
"7503","right","competitive",-0.0657951694959769
"7504","appropriate","competitive",-0.0657951694959769
"7505","undue","competitive",-0.0657951694959769
"7506","accurate","competitive",-0.0657951694959769
"7507","protection","complaints",-0.0657951694959769
"7508","compact","complaints",-0.0657951694959769
"7509","progress","complaints",-0.0657951694959769
"7510","risks","complaints",-0.0657951694959769
"7511","rue","complaints",-0.0657951694959769
"7512","integrated","complaints",-0.0657951694959769
"7513","important","complaints",-0.0657951694959769
"7514","welcome","complaints",-0.0657951694959769
"7515","awards","complaints",-0.0657951694959769
"7516","right","complaints",-0.0657951694959769
"7517","appropriate","complaints",-0.0657951694959769
"7518","undue","complaints",-0.0657951694959769
"7519","accurate","complaints",-0.0657951694959769
"7520","protection","losses",-0.0657951694959769
"7521","compact","losses",-0.0657951694959769
"7522","progress","losses",-0.0657951694959769
"7523","risks","losses",-0.0657951694959769
"7524","rue","losses",-0.0657951694959769
"7525","integrated","losses",-0.0657951694959769
"7526","important","losses",-0.0657951694959769
"7527","welcome","losses",-0.0657951694959769
"7528","awards","losses",-0.0657951694959769
"7529","right","losses",-0.0657951694959769
"7530","appropriate","losses",-0.0657951694959769
"7531","undue","losses",-0.0657951694959769
"7532","accurate","losses",-0.0657951694959769
"7533","protection","smarter",-0.0657951694959769
"7534","compact","smarter",-0.0657951694959769
"7535","progress","smarter",-0.0657951694959769
"7536","risks","smarter",-0.0657951694959769
"7537","rue","smarter",-0.0657951694959769
"7538","important","smarter",-0.0657951694959769
"7539","welcome","smarter",-0.0657951694959769
"7540","awards","smarter",-0.0657951694959769
"7541","right","smarter",-0.0657951694959769
"7542","appropriate","smarter",-0.0657951694959769
"7543","undue","smarter",-0.0657951694959769
"7544","accurate","smarter",-0.0657951694959769
"7545","protection","awarded",-0.0657951694959769
"7546","compact","awarded",-0.0657951694959769
"7547","progress","awarded",-0.0657951694959769
"7548","risks","awarded",-0.0657951694959769
"7549","rue","awarded",-0.0657951694959769
"7550","integrated","awarded",-0.0657951694959769
"7551","important","awarded",-0.0657951694959769
"7552","welcome","awarded",-0.0657951694959769
"7553","awards","awarded",-0.0657951694959769
"7554","right","awarded",-0.0657951694959769
"7555","appropriate","awarded",-0.0657951694959769
"7556","undue","awarded",-0.0657951694959769
"7557","accurate","awarded",-0.0657951694959769
"7558","protection","pure",-0.0657951694959769
"7559","compact","pure",-0.0657951694959769
"7560","progress","pure",-0.0657951694959769
"7561","risks","pure",-0.0657951694959769
"7562","rue","pure",-0.0657951694959769
"7563","integrated","pure",-0.0657951694959769
"7564","important","pure",-0.0657951694959769
"7565","welcome","pure",-0.0657951694959769
"7566","awards","pure",-0.0657951694959769
"7567","right","pure",-0.0657951694959769
"7568","appropriate","pure",-0.0657951694959769
"7569","undue","pure",-0.0657951694959769
"7570","accurate","pure",-0.0657951694959769
"7571","protection","recommendations",-0.0657951694959769
"7572","compact","recommendations",-0.0657951694959769
"7573","progress","recommendations",-0.0657951694959769
"7574","risks","recommendations",-0.0657951694959769
"7575","rue","recommendations",-0.0657951694959769
"7576","integrated","recommendations",-0.0657951694959769
"7577","important","recommendations",-0.0657951694959769
"7578","welcome","recommendations",-0.0657951694959769
"7579","awards","recommendations",-0.0657951694959769
"7580","right","recommendations",-0.0657951694959769
"7581","appropriate","recommendations",-0.0657951694959769
"7582","undue","recommendations",-0.0657951694959769
"7583","accurate","recommendations",-0.0657951694959769
"7584","protection","volatile",-0.0657951694959769
"7585","compact","volatile",-0.0657951694959769
"7586","progress","volatile",-0.0657951694959769
"7587","risks","volatile",-0.0657951694959769
"7588","rue","volatile",-0.0657951694959769
"7589","integrated","volatile",-0.0657951694959769
"7590","important","volatile",-0.0657951694959769
"7591","welcome","volatile",-0.0657951694959769
"7592","awards","volatile",-0.0657951694959769
"7593","right","volatile",-0.0657951694959769
"7594","appropriate","volatile",-0.0657951694959769
"7595","undue","volatile",-0.0657951694959769
"7596","accurate","volatile",-0.0657951694959769
"7597","protection","valor",-0.0657951694959769
"7598","compact","valor",-0.0657951694959769
"7599","progress","valor",-0.0657951694959769
"7600","risks","valor",-0.0657951694959769
"7601","rue","valor",-0.0657951694959769
"7602","integrated","valor",-0.0657951694959769
"7603","important","valor",-0.0657951694959769
"7604","welcome","valor",-0.0657951694959769
"7605","awards","valor",-0.0657951694959769
"7606","right","valor",-0.0657951694959769
"7607","appropriate","valor",-0.0657951694959769
"7608","undue","valor",-0.0657951694959769
"7609","accurate","valor",-0.0657951694959769
"7610","protection","attentive",-0.0657951694959769
"7611","compact","attentive",-0.0657951694959769
"7612","progress","attentive",-0.0657951694959769
"7613","risks","attentive",-0.0657951694959769
"7614","rue","attentive",-0.0657951694959769
"7615","integrated","attentive",-0.0657951694959769
"7616","important","attentive",-0.0657951694959769
"7617","welcome","attentive",-0.0657951694959769
"7618","awards","attentive",-0.0657951694959769
"7619","right","attentive",-0.0657951694959769
"7620","appropriate","attentive",-0.0657951694959769
"7621","undue","attentive",-0.0657951694959769
"7622","accurate","attentive",-0.0657951694959769
"7623","protection","innovation",-0.0657951694959769
"7624","compact","innovation",-0.0657951694959769
"7625","progress","innovation",-0.0657951694959769
"7626","risks","innovation",-0.0657951694959769
"7627","rue","innovation",-0.0657951694959769
"7628","integrated","innovation",-0.0657951694959769
"7629","important","innovation",-0.0657951694959769
"7630","welcome","innovation",-0.0657951694959769
"7631","awards","innovation",-0.0657951694959769
"7632","right","innovation",-0.0657951694959769
"7633","appropriate","innovation",-0.0657951694959769
"7634","undue","innovation",-0.0657951694959769
"7635","accurate","innovation",-0.0657951694959769
"7636","protection","reliable",-0.0657951694959769
"7637","compact","reliable",-0.0657951694959769
"7638","progress","reliable",-0.0657951694959769
"7639","risks","reliable",-0.0657951694959769
"7640","rue","reliable",-0.0657951694959769
"7641","integrated","reliable",-0.0657951694959769
"7642","welcome","reliable",-0.0657951694959769
"7643","awards","reliable",-0.0657951694959769
"7644","right","reliable",-0.0657951694959769
"7645","appropriate","reliable",-0.0657951694959769
"7646","undue","reliable",-0.0657951694959769
"7647","protection","accomplish",-0.0657951694959769
"7648","compact","accomplish",-0.0657951694959769
"7649","risks","accomplish",-0.0657951694959769
"7650","rue","accomplish",-0.0657951694959769
"7651","integrated","accomplish",-0.0657951694959769
"7652","important","accomplish",-0.0657951694959769
"7653","awards","accomplish",-0.0657951694959769
"7654","right","accomplish",-0.0657951694959769
"7655","undue","accomplish",-0.0657951694959769
"7656","accurate","accomplish",-0.0657951694959769
"7657","protection","intelligent",-0.0657951694959769
"7658","compact","intelligent",-0.0657951694959769
"7659","risks","intelligent",-0.0657951694959769
"7660","rue","intelligent",-0.0657951694959769
"7661","integrated","intelligent",-0.0657951694959769
"7662","important","intelligent",-0.0657951694959769
"7663","awards","intelligent",-0.0657951694959769
"7664","right","intelligent",-0.0657951694959769
"7665","undue","intelligent",-0.0657951694959769
"7666","accurate","intelligent",-0.0657951694959769
"7667","protection","leverage",-0.0657951694959769
"7668","compact","leverage",-0.0657951694959769
"7669","risks","leverage",-0.0657951694959769
"7670","rue","leverage",-0.0657951694959769
"7671","integrated","leverage",-0.0657951694959769
"7672","important","leverage",-0.0657951694959769
"7673","awards","leverage",-0.0657951694959769
"7674","right","leverage",-0.0657951694959769
"7675","undue","leverage",-0.0657951694959769
"7676","accurate","leverage",-0.0657951694959769
"7677","protection","positive",-0.0657951694959769
"7678","compact","positive",-0.0657951694959769
"7679","risks","positive",-0.0657951694959769
"7680","rue","positive",-0.0657951694959769
"7681","integrated","positive",-0.0657951694959769
"7682","important","positive",-0.0657951694959769
"7683","awards","positive",-0.0657951694959769
"7684","right","positive",-0.0657951694959769
"7685","undue","positive",-0.0657951694959769
"7686","accurate","positive",-0.0657951694959769
"7687","protection","work",-0.0657951694959769
"7688","compact","work",-0.0657951694959769
"7689","risks","work",-0.0657951694959769
"7690","rue","work",-0.0657951694959769
"7691","integrated","work",-0.0657951694959769
"7692","important","work",-0.0657951694959769
"7693","awards","work",-0.0657951694959769
"7694","right","work",-0.0657951694959769
"7695","undue","work",-0.0657951694959769
"7696","accurate","work",-0.0657951694959769
"7697","protection","limitation",-0.0657951694959769
"7698","compact","limitation",-0.0657951694959769
"7699","risks","limitation",-0.0657951694959769
"7700","rue","limitation",-0.0657951694959769
"7701","integrated","limitation",-0.0657951694959769
"7702","important","limitation",-0.0657951694959769
"7703","awards","limitation",-0.0657951694959769
"7704","right","limitation",-0.0657951694959769
"7705","undue","limitation",-0.0657951694959769
"7706","accurate","limitation",-0.0657951694959769
"7707","better","subjected",-0.082572282384477
"7708","commitment","subjected",-0.082572282384477
"7709","free","subjected",-0.082572282384477
"7710","engaging","subjected",-0.082572282384477
"7711","improve","subjected",-0.082572282384477
"7712","like","subjected",-0.082572282384477
"7713","support","subjected",-0.082572282384477
"7714","friendly","subjected",-0.082572282384477
"7715","better","smart",-0.082572282384477
"7716","commitment","smart",-0.082572282384477
"7717","free","smart",-0.082572282384477
"7718","engaging","smart",-0.082572282384477
"7719","improve","smart",-0.082572282384477
"7720","like","smart",-0.082572282384477
"7721","support","smart",-0.082572282384477
"7722","friendly","smart",-0.082572282384477
"7723","subjected","better",-0.082572282384477
"7724","smart","better",-0.082572282384477
"7725","reasonably","better",-0.082572282384477
"7726","solid","better",-0.082572282384477
"7727","threats","better",-0.082572282384477
"7728","regal","better",-0.082572282384477
"7729","top","better",-0.082572282384477
"7730","loss","better",-0.082572282384477
"7731","significant","better",-0.082572282384477
"7732","capability","better",-0.082572282384477
"7733","continuity","better",-0.082572282384477
"7734","economical","better",-0.082572282384477
"7735","effective","better",-0.082572282384477
"7736","interests","better",-0.082572282384477
"7737","reputation","better",-0.082572282384477
"7738","successfully","better",-0.082572282384477
"7739","variety","better",-0.082572282384477
"7740","waste","better",-0.082572282384477
"7741","respect","better",-0.082572282384477
"7742","confidence","better",-0.082572282384477
"7743","covenant","better",-0.082572282384477
"7744","improvement","better",-0.082572282384477
"7745","transparent","better",-0.082572282384477
"7746","trust","better",-0.082572282384477
"7747","favor","better",-0.082572282384477
"7748","damage","better",-0.082572282384477
"7749","liable","better",-0.082572282384477
"7750","supple","better",-0.082572282384477
"7751","lead","better",-0.082572282384477
"7752","fair","better",-0.082572282384477
"7753","leading","better",-0.082572282384477
"7754","encouraging","better",-0.082572282384477
"7755","guidance","better",-0.082572282384477
"7756","supporting","better",-0.082572282384477
"7757","keen","better",-0.082572282384477
"7758","vice","better",-0.082572282384477
"7759","competitive","better",-0.082572282384477
"7760","complaints","better",-0.082572282384477
"7761","losses","better",-0.082572282384477
"7762","smarter","better",-0.082572282384477
"7763","awarded","better",-0.082572282384477
"7764","pure","better",-0.082572282384477
"7765","recommendations","better",-0.082572282384477
"7766","volatile","better",-0.082572282384477
"7767","valor","better",-0.082572282384477
"7768","attentive","better",-0.082572282384477
"7769","innovation","better",-0.082572282384477
"7770","reliable","better",-0.082572282384477
"7771","better","reasonably",-0.082572282384477
"7772","free","reasonably",-0.082572282384477
"7773","engaging","reasonably",-0.082572282384477
"7774","improve","reasonably",-0.082572282384477
"7775","like","reasonably",-0.082572282384477
"7776","support","reasonably",-0.082572282384477
"7777","friendly","reasonably",-0.082572282384477
"7778","better","solid",-0.082572282384477
"7779","free","solid",-0.082572282384477
"7780","engaging","solid",-0.082572282384477
"7781","improve","solid",-0.082572282384477
"7782","like","solid",-0.082572282384477
"7783","support","solid",-0.082572282384477
"7784","friendly","solid",-0.082572282384477
"7785","better","threats",-0.082572282384477
"7786","free","threats",-0.082572282384477
"7787","engaging","threats",-0.082572282384477
"7788","improve","threats",-0.082572282384477
"7789","like","threats",-0.082572282384477
"7790","support","threats",-0.082572282384477
"7791","friendly","threats",-0.082572282384477
"7792","subjected","commitment",-0.082572282384477
"7793","smart","commitment",-0.082572282384477
"7794","great","commitment",-0.082572282384477
"7795","love","commitment",-0.082572282384477
"7796","patriot","commitment",-0.082572282384477
"7797","regal","commitment",-0.082572282384477
"7798","top","commitment",-0.082572282384477
"7799","loss","commitment",-0.082572282384477
"7800","significant","commitment",-0.082572282384477
"7801","benefits","commitment",-0.082572282384477
"7802","best","commitment",-0.082572282384477
"7803","gold","commitment",-0.082572282384477
"7804","guarantee","commitment",-0.082572282384477
"7805","majesty","commitment",-0.082572282384477
"7806","accessible","commitment",-0.082572282384477
"7807","concise","commitment",-0.082572282384477
"7808","facilitate","commitment",-0.082572282384477
"7809","greatest","commitment",-0.082572282384477
"7810","impaired","commitment",-0.082572282384477
"7811","success","commitment",-0.082572282384477
"7812","encourage","commitment",-0.082572282384477
"7813","favor","commitment",-0.082572282384477
"7814","damage","commitment",-0.082572282384477
"7815","liable","commitment",-0.082572282384477
"7816","supple","commitment",-0.082572282384477
"7817","lead","commitment",-0.082572282384477
"7818","fair","commitment",-0.082572282384477
"7819","leading","commitment",-0.082572282384477
"7820","encouraging","commitment",-0.082572282384477
"7821","guidance","commitment",-0.082572282384477
"7822","supporting","commitment",-0.082572282384477
"7823","keen","commitment",-0.082572282384477
"7824","vice","commitment",-0.082572282384477
"7825","competitive","commitment",-0.082572282384477
"7826","complaints","commitment",-0.082572282384477
"7827","losses","commitment",-0.082572282384477
"7828","smarter","commitment",-0.082572282384477
"7829","awarded","commitment",-0.082572282384477
"7830","pure","commitment",-0.082572282384477
"7831","recommendations","commitment",-0.082572282384477
"7832","volatile","commitment",-0.082572282384477
"7833","valor","commitment",-0.082572282384477
"7834","attentive","commitment",-0.082572282384477
"7835","innovation","commitment",-0.082572282384477
"7836","accomplish","commitment",-0.082572282384477
"7837","intelligent","commitment",-0.082572282384477
"7838","leverage","commitment",-0.082572282384477
"7839","positive","commitment",-0.082572282384477
"7840","work","commitment",-0.082572282384477
"7841","limitation","commitment",-0.082572282384477
"7842","commitment","great",-0.082572282384477
"7843","free","great",-0.082572282384477
"7844","improve","great",-0.082572282384477
"7845","friendly","great",-0.082572282384477
"7846","commitment","love",-0.082572282384477
"7847","free","love",-0.082572282384477
"7848","improve","love",-0.082572282384477
"7849","friendly","love",-0.082572282384477
"7850","commitment","patriot",-0.082572282384477
"7851","free","patriot",-0.082572282384477
"7852","improve","patriot",-0.082572282384477
"7853","friendly","patriot",-0.082572282384477
"7854","better","regal",-0.082572282384477
"7855","commitment","regal",-0.082572282384477
"7856","free","regal",-0.082572282384477
"7857","engaging","regal",-0.082572282384477
"7858","improve","regal",-0.082572282384477
"7859","like","regal",-0.082572282384477
"7860","support","regal",-0.082572282384477
"7861","friendly","regal",-0.082572282384477
"7862","better","top",-0.082572282384477
"7863","commitment","top",-0.082572282384477
"7864","free","top",-0.082572282384477
"7865","engaging","top",-0.082572282384477
"7866","improve","top",-0.082572282384477
"7867","like","top",-0.082572282384477
"7868","support","top",-0.082572282384477
"7869","friendly","top",-0.082572282384477
"7870","better","loss",-0.082572282384477
"7871","commitment","loss",-0.082572282384477
"7872","free","loss",-0.082572282384477
"7873","engaging","loss",-0.082572282384477
"7874","improve","loss",-0.082572282384477
"7875","like","loss",-0.082572282384477
"7876","support","loss",-0.082572282384477
"7877","friendly","loss",-0.082572282384477
"7878","better","significant",-0.082572282384477
"7879","commitment","significant",-0.082572282384477
"7880","free","significant",-0.082572282384477
"7881","engaging","significant",-0.082572282384477
"7882","improve","significant",-0.082572282384477
"7883","like","significant",-0.082572282384477
"7884","support","significant",-0.082572282384477
"7885","friendly","significant",-0.082572282384477
"7886","commitment","benefits",-0.082572282384477
"7887","like","benefits",-0.082572282384477
"7888","subjected","free",-0.082572282384477
"7889","smart","free",-0.082572282384477
"7890","reasonably","free",-0.082572282384477
"7891","solid","free",-0.082572282384477
"7892","threats","free",-0.082572282384477
"7893","great","free",-0.082572282384477
"7894","love","free",-0.082572282384477
"7895","patriot","free",-0.082572282384477
"7896","regal","free",-0.082572282384477
"7897","top","free",-0.082572282384477
"7898","loss","free",-0.082572282384477
"7899","significant","free",-0.082572282384477
"7900","capability","free",-0.082572282384477
"7901","continuity","free",-0.082572282384477
"7902","economical","free",-0.082572282384477
"7903","effective","free",-0.082572282384477
"7904","interests","free",-0.082572282384477
"7905","reputation","free",-0.082572282384477
"7906","successfully","free",-0.082572282384477
"7907","variety","free",-0.082572282384477
"7908","waste","free",-0.082572282384477
"7909","respect","free",-0.082572282384477
"7910","confidence","free",-0.082572282384477
"7911","covenant","free",-0.082572282384477
"7912","improvement","free",-0.082572282384477
"7913","transparent","free",-0.082572282384477
"7914","trust","free",-0.082572282384477
"7915","best","free",-0.082572282384477
"7916","gold","free",-0.082572282384477
"7917","guarantee","free",-0.082572282384477
"7918","majesty","free",-0.082572282384477
"7919","accessible","free",-0.082572282384477
"7920","concise","free",-0.082572282384477
"7921","facilitate","free",-0.082572282384477
"7922","greatest","free",-0.082572282384477
"7923","impaired","free",-0.082572282384477
"7924","success","free",-0.082572282384477
"7925","encourage","free",-0.082572282384477
"7926","favor","free",-0.082572282384477
"7927","damage","free",-0.082572282384477
"7928","liable","free",-0.082572282384477
"7929","supple","free",-0.082572282384477
"7930","fair","free",-0.082572282384477
"7931","leading","free",-0.082572282384477
"7932","encouraging","free",-0.082572282384477
"7933","guidance","free",-0.082572282384477
"7934","supporting","free",-0.082572282384477
"7935","keen","free",-0.082572282384477
"7936","vice","free",-0.082572282384477
"7937","competitive","free",-0.082572282384477
"7938","complaints","free",-0.082572282384477
"7939","losses","free",-0.082572282384477
"7940","smarter","free",-0.082572282384477
"7941","awarded","free",-0.082572282384477
"7942","pure","free",-0.082572282384477
"7943","recommendations","free",-0.082572282384477
"7944","volatile","free",-0.082572282384477
"7945","valor","free",-0.082572282384477
"7946","attentive","free",-0.082572282384477
"7947","innovation","free",-0.082572282384477
"7948","reliable","free",-0.082572282384477
"7949","better","capability",-0.082572282384477
"7950","free","capability",-0.082572282384477
"7951","engaging","capability",-0.082572282384477
"7952","improve","capability",-0.082572282384477
"7953","like","capability",-0.082572282384477
"7954","support","capability",-0.082572282384477
"7955","friendly","capability",-0.082572282384477
"7956","better","continuity",-0.082572282384477
"7957","free","continuity",-0.082572282384477
"7958","engaging","continuity",-0.082572282384477
"7959","improve","continuity",-0.082572282384477
"7960","like","continuity",-0.082572282384477
"7961","support","continuity",-0.082572282384477
"7962","friendly","continuity",-0.082572282384477
"7963","better","economical",-0.082572282384477
"7964","free","economical",-0.082572282384477
"7965","engaging","economical",-0.082572282384477
"7966","improve","economical",-0.082572282384477
"7967","like","economical",-0.082572282384477
"7968","support","economical",-0.082572282384477
"7969","friendly","economical",-0.082572282384477
"7970","better","effective",-0.082572282384477
"7971","free","effective",-0.082572282384477
"7972","engaging","effective",-0.082572282384477
"7973","improve","effective",-0.082572282384477
"7974","like","effective",-0.082572282384477
"7975","support","effective",-0.082572282384477
"7976","friendly","effective",-0.082572282384477
"7977","better","interests",-0.082572282384477
"7978","free","interests",-0.082572282384477
"7979","engaging","interests",-0.082572282384477
"7980","improve","interests",-0.082572282384477
"7981","like","interests",-0.082572282384477
"7982","support","interests",-0.082572282384477
"7983","friendly","interests",-0.082572282384477
"7984","better","reputation",-0.082572282384477
"7985","free","reputation",-0.082572282384477
"7986","engaging","reputation",-0.082572282384477
"7987","improve","reputation",-0.082572282384477
"7988","like","reputation",-0.082572282384477
"7989","support","reputation",-0.082572282384477
"7990","friendly","reputation",-0.082572282384477
"7991","better","successfully",-0.082572282384477
"7992","free","successfully",-0.082572282384477
"7993","engaging","successfully",-0.082572282384477
"7994","improve","successfully",-0.082572282384477
"7995","like","successfully",-0.082572282384477
"7996","support","successfully",-0.082572282384477
"7997","friendly","successfully",-0.082572282384477
"7998","better","variety",-0.082572282384477
"7999","free","variety",-0.082572282384477
"8000","engaging","variety",-0.082572282384477
"8001","improve","variety",-0.082572282384477
"8002","like","variety",-0.082572282384477
"8003","support","variety",-0.082572282384477
"8004","friendly","variety",-0.082572282384477
"8005","better","waste",-0.082572282384477
"8006","free","waste",-0.082572282384477
"8007","engaging","waste",-0.082572282384477
"8008","improve","waste",-0.082572282384477
"8009","like","waste",-0.082572282384477
"8010","support","waste",-0.082572282384477
"8011","friendly","waste",-0.082572282384477
"8012","better","respect",-0.082572282384477
"8013","free","respect",-0.082572282384477
"8014","like","respect",-0.082572282384477
"8015","support","respect",-0.082572282384477
"8016","friendly","respect",-0.082572282384477
"8017","subjected","engaging",-0.082572282384477
"8018","smart","engaging",-0.082572282384477
"8019","reasonably","engaging",-0.082572282384477
"8020","solid","engaging",-0.082572282384477
"8021","threats","engaging",-0.082572282384477
"8022","regal","engaging",-0.082572282384477
"8023","top","engaging",-0.082572282384477
"8024","loss","engaging",-0.082572282384477
"8025","significant","engaging",-0.082572282384477
"8026","capability","engaging",-0.082572282384477
"8027","continuity","engaging",-0.082572282384477
"8028","economical","engaging",-0.082572282384477
"8029","effective","engaging",-0.082572282384477
"8030","interests","engaging",-0.082572282384477
"8031","reputation","engaging",-0.082572282384477
"8032","successfully","engaging",-0.082572282384477
"8033","variety","engaging",-0.082572282384477
"8034","waste","engaging",-0.082572282384477
"8035","favor","engaging",-0.082572282384477
"8036","damage","engaging",-0.082572282384477
"8037","liable","engaging",-0.082572282384477
"8038","supple","engaging",-0.082572282384477
"8039","lead","engaging",-0.082572282384477
"8040","fair","engaging",-0.082572282384477
"8041","leading","engaging",-0.082572282384477
"8042","encouraging","engaging",-0.082572282384477
"8043","guidance","engaging",-0.082572282384477
"8044","supporting","engaging",-0.082572282384477
"8045","keen","engaging",-0.082572282384477
"8046","vice","engaging",-0.082572282384477
"8047","competitive","engaging",-0.082572282384477
"8048","complaints","engaging",-0.082572282384477
"8049","losses","engaging",-0.082572282384477
"8050","smarter","engaging",-0.082572282384477
"8051","awarded","engaging",-0.082572282384477
"8052","pure","engaging",-0.082572282384477
"8053","recommendations","engaging",-0.082572282384477
"8054","volatile","engaging",-0.082572282384477
"8055","valor","engaging",-0.082572282384477
"8056","attentive","engaging",-0.082572282384477
"8057","innovation","engaging",-0.082572282384477
"8058","reliable","engaging",-0.082572282384477
"8059","better","confidence",-0.082572282384477
"8060","free","confidence",-0.082572282384477
"8061","like","confidence",-0.082572282384477
"8062","support","confidence",-0.082572282384477
"8063","friendly","confidence",-0.082572282384477
"8064","better","covenant",-0.082572282384477
"8065","free","covenant",-0.082572282384477
"8066","like","covenant",-0.082572282384477
"8067","support","covenant",-0.082572282384477
"8068","friendly","covenant",-0.082572282384477
"8069","subjected","improve",-0.082572282384477
"8070","smart","improve",-0.082572282384477
"8071","reasonably","improve",-0.082572282384477
"8072","solid","improve",-0.082572282384477
"8073","threats","improve",-0.082572282384477
"8074","great","improve",-0.082572282384477
"8075","love","improve",-0.082572282384477
"8076","patriot","improve",-0.082572282384477
"8077","regal","improve",-0.082572282384477
"8078","top","improve",-0.082572282384477
"8079","loss","improve",-0.082572282384477
"8080","significant","improve",-0.082572282384477
"8081","capability","improve",-0.082572282384477
"8082","continuity","improve",-0.082572282384477
"8083","economical","improve",-0.082572282384477
"8084","effective","improve",-0.082572282384477
"8085","interests","improve",-0.082572282384477
"8086","reputation","improve",-0.082572282384477
"8087","successfully","improve",-0.082572282384477
"8088","variety","improve",-0.082572282384477
"8089","waste","improve",-0.082572282384477
"8090","best","improve",-0.082572282384477
"8091","gold","improve",-0.082572282384477
"8092","guarantee","improve",-0.082572282384477
"8093","majesty","improve",-0.082572282384477
"8094","accessible","improve",-0.082572282384477
"8095","concise","improve",-0.082572282384477
"8096","facilitate","improve",-0.082572282384477
"8097","greatest","improve",-0.082572282384477
"8098","impaired","improve",-0.082572282384477
"8099","success","improve",-0.082572282384477
"8100","encourage","improve",-0.082572282384477
"8101","favor","improve",-0.082572282384477
"8102","damage","improve",-0.082572282384477
"8103","liable","improve",-0.082572282384477
"8104","supple","improve",-0.082572282384477
"8105","lead","improve",-0.082572282384477
"8106","fair","improve",-0.082572282384477
"8107","leading","improve",-0.082572282384477
"8108","encouraging","improve",-0.082572282384477
"8109","guidance","improve",-0.082572282384477
"8110","supporting","improve",-0.082572282384477
"8111","keen","improve",-0.082572282384477
"8112","vice","improve",-0.082572282384477
"8113","competitive","improve",-0.082572282384477
"8114","complaints","improve",-0.082572282384477
"8115","losses","improve",-0.082572282384477
"8116","smarter","improve",-0.082572282384477
"8117","awarded","improve",-0.082572282384477
"8118","pure","improve",-0.082572282384477
"8119","recommendations","improve",-0.082572282384477
"8120","volatile","improve",-0.082572282384477
"8121","valor","improve",-0.082572282384477
"8122","attentive","improve",-0.082572282384477
"8123","innovation","improve",-0.082572282384477
"8124","reliable","improve",-0.082572282384477
"8125","better","improvement",-0.082572282384477
"8126","free","improvement",-0.082572282384477
"8127","like","improvement",-0.082572282384477
"8128","support","improvement",-0.082572282384477
"8129","friendly","improvement",-0.082572282384477
"8130","better","transparent",-0.082572282384477
"8131","free","transparent",-0.082572282384477
"8132","like","transparent",-0.082572282384477
"8133","support","transparent",-0.082572282384477
"8134","friendly","transparent",-0.082572282384477
"8135","better","trust",-0.082572282384477
"8136","free","trust",-0.082572282384477
"8137","like","trust",-0.082572282384477
"8138","support","trust",-0.082572282384477
"8139","friendly","trust",-0.082572282384477
"8140","commitment","best",-0.082572282384477
"8141","free","best",-0.082572282384477
"8142","improve","best",-0.082572282384477
"8143","friendly","best",-0.082572282384477
"8144","commitment","gold",-0.082572282384477
"8145","free","gold",-0.082572282384477
"8146","improve","gold",-0.082572282384477
"8147","friendly","gold",-0.082572282384477
"8148","commitment","guarantee",-0.082572282384477
"8149","free","guarantee",-0.082572282384477
"8150","improve","guarantee",-0.082572282384477
"8151","friendly","guarantee",-0.082572282384477
"8152","subjected","like",-0.082572282384477
"8153","smart","like",-0.082572282384477
"8154","reasonably","like",-0.082572282384477
"8155","solid","like",-0.082572282384477
"8156","threats","like",-0.082572282384477
"8157","regal","like",-0.082572282384477
"8158","top","like",-0.082572282384477
"8159","loss","like",-0.082572282384477
"8160","significant","like",-0.082572282384477
"8161","benefits","like",-0.082572282384477
"8162","capability","like",-0.082572282384477
"8163","continuity","like",-0.082572282384477
"8164","economical","like",-0.082572282384477
"8165","effective","like",-0.082572282384477
"8166","interests","like",-0.082572282384477
"8167","reputation","like",-0.082572282384477
"8168","successfully","like",-0.082572282384477
"8169","variety","like",-0.082572282384477
"8170","waste","like",-0.082572282384477
"8171","respect","like",-0.082572282384477
"8172","confidence","like",-0.082572282384477
"8173","covenant","like",-0.082572282384477
"8174","improvement","like",-0.082572282384477
"8175","transparent","like",-0.082572282384477
"8176","trust","like",-0.082572282384477
"8177","favor","like",-0.082572282384477
"8178","damage","like",-0.082572282384477
"8179","liable","like",-0.082572282384477
"8180","supple","like",-0.082572282384477
"8181","lead","like",-0.082572282384477
"8182","fair","like",-0.082572282384477
"8183","leading","like",-0.082572282384477
"8184","encouraging","like",-0.082572282384477
"8185","guidance","like",-0.082572282384477
"8186","supporting","like",-0.082572282384477
"8187","vice","like",-0.082572282384477
"8188","competitive","like",-0.082572282384477
"8189","complaints","like",-0.082572282384477
"8190","losses","like",-0.082572282384477
"8191","smarter","like",-0.082572282384477
"8192","attentive","like",-0.082572282384477
"8193","innovation","like",-0.082572282384477
"8194","reliable","like",-0.082572282384477
"8195","accomplish","like",-0.082572282384477
"8196","intelligent","like",-0.082572282384477
"8197","leverage","like",-0.082572282384477
"8198","positive","like",-0.082572282384477
"8199","work","like",-0.082572282384477
"8200","limitation","like",-0.082572282384477
